"","FIPS","E.Hesitant","E.Hesitant/Unsure","E.V.Hesitant","Hispanic","Native","Asian","Black","Hawaiian.Pacific","White","State","Pov","Unemp","Income","NoHSDP","Age65","Age17","Disab","SNGPNT","MINRTY","LIMENG","MUnit","Mobile","Crowd","NoVeh","GroupQ","RUCC","R.Years","D.Years","R.Cycles","D.Cycles","2020"
"107",39039,0.1416,0.1976,0.0848,0.0997,0.0038,0.0032,0.0142,3e-04,0.864,"OH",10.8,4.6,28491,8,17.6,23.3,12.8,8.9,13.5,0.5,3.6,6.4,0.8,5.8,1.5,4,21,0,6,0,"REPUBLICAN"
"108",39023,0.1534,0.2178,0.0918,0.0343,0.0016,0.0061,0.0804,3e-04,0.8406,"OH",15.8,7.3,25948,12.5,18.7,22.7,16.9,11.5,15.8,0.9,6.1,4.2,1.5,8.2,2.4,3,20,1,5,1,"REPUBLICAN"
"109",39015,0.1555,0.2117,0.0931,0.0105,0.0012,0.0028,0.0081,0,0.964,"OH",15.9,5.6,25637,12.6,17.4,23.1,16.5,9.2,3.5,0.2,1.8,16.3,1.7,5.9,1.4,1,21,0,6,0,"REPUBLICAN"
"110",39041,0.1031,0.1382,0.0611,0.0261,0.0011,0.0632,0.033,1e-04,0.8504,"OH",4.6,2.7,47183,3.3,12.7,27,7.9,6.6,14.3,0.7,5.5,1.8,0.7,2.5,1.3,1,21,0,6,0,"REPUBLICAN"
"111",39031,0.1753,0.237,0.113,0.0106,0.0023,0.0029,0.0115,0,0.9587,"OH",16.4,6.2,22471,15.8,18.5,23.6,15.7,8.3,4,0.6,1.3,13.5,2.5,10.5,1.3,6,21,0,6,0,"REPUBLICAN"
"112",39021,0.1474,0.2052,0.0885,0.0159,0.0035,0.0048,0.0183,2e-04,0.9329,"OH",11,6,26515,9.3,17.8,22.6,16.1,8.8,6.6,0.3,2.7,6.6,1.2,5.6,2.2,6,21,0,6,0,"REPUBLICAN"
"113",39029,0.1436,0.1989,0.085,0.0178,0.0013,0.0014,0.0199,1e-04,0.9392,"OH",14.6,6.7,25853,12.2,19.3,20.7,16.2,7.8,6,0.2,3.6,9.6,1.9,6.7,3.7,4,21,0,6,0,"REPUBLICAN"
"114",39033,0.1468,0.2064,0.088,0.0167,8e-04,0.0053,0.0099,4e-04,0.9526,"OH",15,5.3,24513,9.7,20.1,21.9,16.8,9.9,4.6,0.2,3.3,4.3,0.6,6.8,1.3,4,21,0,6,0,"REPUBLICAN"
"115",39043,0.1304,0.1814,0.077,0.0439,0.0034,0.0059,0.0863,1e-04,0.8313,"OH",12,5.4,31677,8.1,20.8,20.6,14.8,9,16.7,0.5,7.6,3.2,0.5,6.8,1.7,4,11,10,2,4,"REPUBLICAN"
"116",47155,0.1411,0.2073,0.0884,0.0599,0.0039,0.0078,0.009,2e-04,0.8999,"TN",15,5.7,23869,16.1,18.6,20.9,17.6,8.1,9.6,2.1,9.5,12.3,3.1,3.4,1.1,4,21,0,6,0,"REPUBLICAN"
"117",47165,0.1221,0.1799,0.0754,0.0488,0.0025,0.014,0.0727,4e-04,0.8412,"TN",9.5,3.9,32297,10.1,15.2,24,14,8.5,15.3,1,8.8,6.6,1.5,3.8,0.8,1,21,0,6,0,"REPUBLICAN"
"118",47175,0.1382,0.2064,0.0879,0.0071,0,0,0.0028,0,0.9571,"TN",19,11.8,19560,20.1,22.1,18.7,25.1,3.2,4,0,0.1,21.8,2.5,6.4,1.8,9,18,3,4,2,"REPUBLICAN"
"119",47167,0.1337,0.2022,0.0837,0.0278,0.0029,0.0067,0.1836,0,0.7569,"TN",13.9,7.7,27212,13.1,13.8,25,16,10.5,24.1,0.4,1.7,11.3,1.7,4.2,1.1,1,21,0,6,0,"REPUBLICAN"
"120",47189,0.1169,0.1696,0.0722,0.0423,0.0029,0.0164,0.0712,2e-04,0.8497,"TN",8.2,3.9,32850,8.8,15.1,24,12.9,7.8,14.4,1.1,5.8,7.7,1.3,3.3,1.2,1,21,0,6,0,"REPUBLICAN"
"121",48001,0.1398,0.2105,0.0948,0.1779,0.0031,0.0056,0.2095,2e-04,0.5893,"TX",14.8,3.3,16868,19.9,14.2,19.4,13.9,9.2,40.7,2.5,4,21.9,3.9,5.2,23.4,7,21,0,6,0,"REPUBLICAN"
"122",47157,0.1174,0.1886,0.0718,0.0636,0.0011,0.0262,0.5343,2e-04,0.3576,"TN",20.6,7.7,28828,11.8,12.7,25.2,12.6,12.8,63.9,1.9,11.5,0.9,2.3,8.9,1.9,1,0,21,0,6,"DEMOCRAT"
"123",48019,0.1146,0.174,0.0756,0.1879,0.0035,0.0028,0.0069,0,0.7783,"TX",15,6.2,28539,10.7,25.9,17.3,19.6,7.2,21.7,1.3,0.2,28.1,2.5,1.8,2.4,1,21,0,6,0,"REPUBLICAN"
"124",48029,0.1005,0.1587,0.0641,0.6022,0.0016,0.0274,0.071,9e-04,0.2767,"TX",16.3,5.8,26988,16.2,11.6,25.9,14,11.1,72,6,16.3,2.7,4.2,7.2,1.6,1,3,18,2,4,"DEMOCRAT"
"125",48017,0.1143,0.1758,0.0766,0.6213,0.0113,0.008,0.0046,0,0.3548,"TX",14.5,2.2,21449,25.9,14.1,28.5,13.2,11.6,66.9,13.3,2.1,9.6,7.8,3.9,2.8,7,21,0,6,0,"REPUBLICAN"
"126",48023,0.1293,0.1898,0.087,0.0853,0.0025,0,0.0308,0.0112,0.8661,"TX",10.9,2.4,25264,11.5,24.3,22.3,20.5,4.2,15.1,0,0.3,10.3,0,2.2,2.1,8,21,0,6,0,"REPUBLICAN"
"127",48079,0.1143,0.1758,0.0766,0.5871,0,0,0.0384,0,0.3606,"TX",23.9,6.4,21014,32.3,15.2,28.3,15.6,7.9,63.2,11.5,0,8.8,6.3,3.3,4,9,21,0,6,0,"REPUBLICAN"
"128",48105,0.1235,0.1873,0.0822,0.6188,0,0,0.0069,0,0.3743,"TX",20.8,0,24852,21.2,14.8,27.1,8.4,14.3,64.4,3.2,1.3,11.7,5.6,2.8,2,7,21,0,6,0,"REPUBLICAN"
"129",48081,0.1235,0.1873,0.0822,0.2153,0.0067,0,0.0097,0,0.762,"TX",15.8,3.2,24768,16.1,27.2,20.7,17.6,7.7,24.4,2.3,0.9,27.4,1.7,3.8,3.2,8,21,0,6,0,"REPUBLICAN"
"130",48089,0.1114,0.1704,0.0738,0.2973,9e-04,2e-04,0.1264,0,0.5593,"TX",10.8,3.5,27861,18.5,21.2,23.3,13.8,7.9,43.6,4.7,2.4,18.5,6.7,5.4,1.6,6,21,0,6,0,"REPUBLICAN"
"131",48087,0.1241,0.1883,0.0824,0.2876,0.0209,0,0.0835,0,0.6009,"TX",15.9,8.6,22880,23.9,18.1,24.2,13.8,11.2,37.3,5.6,1,7.9,4.5,7,2.2,9,21,0,6,0,"REPUBLICAN"
"132",48097,0.1317,0.1945,0.0881,0.1815,0.0069,0.0086,0.028,6e-04,0.7534,"TX",14,5,28751,13.8,17.8,24,14.1,8.8,24.2,4,2.3,12.6,3.7,5.3,1.7,6,21,0,6,0,"REPUBLICAN"
"133",48095,0.1235,0.1873,0.0822,0.4513,0.0031,0.004,0.0116,0,0.5285,"TX",7.3,1.2,17684,37.9,17.8,12.8,9.6,3.8,59.7,16.1,0.4,17,0.3,7.3,27.5,8,21,0,6,0,"REPUBLICAN"
"134",48099,0.1264,0.1929,0.0847,0.1828,0.0065,0.0195,0.1277,0.0075,0.5868,"TX",13.5,9.2,21507,11.9,9.3,23.6,17.4,10.1,41,1.4,4.5,6.3,2.4,4.2,19.6,2,21,0,6,0,"REPUBLICAN"
"135",48085,0.083,0.1234,0.0542,0.1527,0.0033,0.1509,0.0963,6e-04,0.5696,"TX",6.6,3.9,43439,6.3,10.4,26.6,6.9,7.5,42,4,18.8,1.6,2.3,2.7,0.4,1,21,0,6,0,"REPUBLICAN"
"136",48101,0.1293,0.1898,0.087,0.2314,0.0091,0,0.1449,0,0.5177,"TX",31.4,8.5,20108,21.5,21.6,33.7,19.2,12.4,46.6,1.2,0,3,3.5,10.5,0,9,21,0,6,0,"REPUBLICAN"
"137",48093,0.1278,0.1901,0.086,0.2792,0.0069,0.0061,0.006,0,0.6946,"TX",16.2,3,25127,16.2,24.2,22.4,19.3,6.7,30.1,4.4,1.8,21,3,5.2,1.5,7,21,0,6,0,"REPUBLICAN"
"138",48083,0.1278,0.1901,0.086,0.1752,0.0053,0.005,0.0161,0,0.7683,"TX",19.4,3.3,27842,18.2,24,21.8,14.6,6.9,23,1.9,1.6,15.9,1,4.8,0.7,6,21,0,6,0,"REPUBLICAN"
"139",48077,0.1293,0.1898,0.087,0.0628,0.0097,0.0112,0.0045,0,0.8977,"TX",13.6,6.9,27678,9.4,22.2,20.7,18.4,5.3,9.9,1.5,0.2,17.5,2.7,2,0.6,3,21,0,6,0,"REPUBLICAN"
"140",48103,0.1166,0.1765,0.0789,0.6437,0.0021,0.0198,0.0231,0,0.3113,"TX",7.6,1.3,26113,23.1,12,31.1,7.7,7.2,68,9.8,0.4,17.6,6.2,3.7,2.1,6,21,0,6,0,"REPUBLICAN"
"141",48091,0.0937,0.1369,0.0619,0.2736,8e-04,0.0111,0.02,3e-04,0.6751,"TX",8.2,3.7,36899,7.6,17.7,22.9,13.9,6.9,31.9,2,8.8,10.8,2.4,3.3,0.8,1,21,0,6,0,"REPUBLICAN"
"142",48109,0.1166,0.1765,0.0789,0.7105,5e-04,0.0059,0.0014,0,0.2538,"TX",31.4,6.5,15873,32.7,19.1,23.9,24.7,10.9,76.2,8,3.7,18.4,5.4,6.9,1.5,9,2,19,1,5,"DEMOCRAT"
"143",48187,0.1024,0.1543,0.0667,0.3792,0.0018,0.0163,0.0758,0.001,0.5036,"TX",9.5,3.9,30817,11.4,13.4,25.7,12.3,10.2,49.3,2.6,4,14.2,3.1,2.8,1.2,1,21,0,6,0,"REPUBLICAN"
"144",48185,0.1225,0.1864,0.0827,0.2416,0.0025,0.002,0.1488,0,0.585,"TX",19.1,4.7,23513,20.4,16.5,22.5,13.9,10,41.5,3.6,1.3,24.5,3.8,5.4,13.2,6,21,0,6,0,"REPUBLICAN"
"145",48183,0.1265,0.1924,0.0851,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,"TX",17.6,4.8,25839,16.2,14.7,25.9,14.7,10.9,42.2,3.9,10.3,9.4,3.1,7.1,3.7,3,21,0,6,0,"REPUBLICAN"
"146",48181,0.1317,0.1945,0.0881,0.1342,0.0103,0.0157,0.0524,1e-04,0.7541,"TX",13.8,5.4,27276,11.4,17.3,23.8,16.7,9.1,24.2,2.4,5.6,10,3,4.7,1.9,3,21,0,6,0,"REPUBLICAN"
"147",48193,0.1264,0.1929,0.0847,0.1275,0.0144,0,0.0079,0,0.8405,"TX",16.3,1.2,28074,18.5,25.2,20.6,22.4,7.1,15.3,3.3,2,6.8,3.4,4.7,3.2,6,21,0,6,0,"REPUBLICAN"
"148",48199,0.1338,0.1949,0.0899,0.0569,0.0026,0.0062,0.0555,0,0.8649,"TX",12.6,4,29108,12.1,16.3,24.8,15,7.3,13.3,0.2,2.9,27.3,1.5,4.1,0.8,2,21,0,6,0,"REPUBLICAN"
"149",48201,0.1057,0.1669,0.0691,0.4294,0.0017,0.0692,0.1857,5e-04,0.2959,"TX",16.2,6.1,31901,19.1,9.8,26.9,9.2,11.4,69.9,11.7,25.8,2.5,5.6,6,0.9,1,3,18,2,4,"DEMOCRAT"
"150",48203,0.1276,0.1901,0.0861,0.1311,0.0025,0.0079,0.2067,2e-04,0.6359,"TX",16.1,5.6,25418,15.1,16,25.6,11.6,8.9,36.4,2.3,1.7,22,3.5,5.1,2.2,4,21,0,6,0,"REPUBLICAN"
"151",48197,0.1293,0.1898,0.087,0.1899,0.0114,0,0.0588,0,0.7169,"TX",12.6,7.4,22938,21,20.2,23.2,22.4,5.9,31.9,5.2,0.9,11.5,2.4,5.9,0.9,9,21,0,6,0,"REPUBLICAN"
"152",48281,0.1264,0.1929,0.0847,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259,"TX",11.3,7.2,28158,9.4,18.2,22.9,18.8,8.8,27.4,0.9,2.2,16.1,2.3,5.2,1.3,2,21,0,6,0,"REPUBLICAN"
"153",48279,0.1143,0.1758,0.0766,0.5556,0.0036,0.0052,0.0299,0,0.3931,"TX",23.6,2.9,21506,25.9,16.2,28.1,15.7,13.5,60.4,7.5,1.8,7,3.4,8.2,1.5,6,21,0,6,0,"REPUBLICAN"
"154",48289,0.1225,0.1864,0.0827,0.1457,0.006,0.008,0.0671,0.0032,0.7613,"TX",16.6,6.8,32130,17.6,23.9,22.8,17.9,6.1,23.7,3.6,0.3,27.3,2.7,4.5,0.7,8,21,0,6,0,"REPUBLICAN"
"155",48287,0.124,0.188,0.0827,0.2368,0,0.0099,0.1113,0,0.6334,"TX",14.2,2.8,25876,16.1,18.3,22.4,13.7,11.5,36.4,3,1.5,21.7,5.4,2.7,3,6,21,0,6,0,"REPUBLICAN"
"156",48291,0.1377,0.2028,0.0929,0.2484,0.0049,0.0052,0.0984,1e-04,0.633,"TX",14.9,6.9,22757,22.6,12.9,25.7,17.3,8.4,35.5,4,3.5,30.7,4.7,6.2,8.8,1,21,0,6,0,"REPUBLICAN"
"157",48285,0.1134,0.1709,0.0762,0.1891,3e-04,0.0047,0.0616,0,0.7351,"TX",11.7,3.3,31670,14.7,22.8,23.7,17.4,9.1,26.1,2,1.3,17.6,7.2,5.6,2.2,6,21,0,6,0,"REPUBLICAN"
"158",48283,0.107,0.1724,0.0705,0.8409,0,0.0016,0.0146,0,0.1324,"TX",12.1,4.2,25129,31.7,14,21.9,18,9.1,84.8,9.3,1,28.1,7.5,4.4,12.7,6,6,15,1,5,"REPUBLICAN"
"159",48293,0.1248,0.188,0.085,0.2191,0.0046,0.0076,0.1685,0.0029,0.5865,"TX",20.6,9,21822,18.9,18.2,22.9,16.8,9.1,41.2,5.1,2.1,21.2,4.4,5.8,4,6,21,0,6,0,"REPUBLICAN"
"160",48297,0.1146,0.1867,0.0742,0.3999,0,0.0143,0.0222,0,0.5605,"TX",16.3,2.2,24244,20.8,20,20.1,19,4.8,43.5,5.4,0.3,25,3.4,3.3,12.3,8,21,0,6,0,"REPUBLICAN"
"161",48299,0.1264,0.1929,0.0847,0.1039,0.006,0.0029,0.0067,0,0.8644,"TX",11.6,7.6,35822,14,35.9,14.6,25.1,4.1,13.4,2.1,2.8,12.9,4.1,3.6,1,7,21,0,6,0,"REPUBLICAN"
"162",48301,0.1166,0.1765,0.0789,0.1224,0.0306,0,0,0,0.8469,"TX",18.6,0,23546,22.7,24.5,23.5,20.6,0,18.6,7.2,4.3,51.4,21.2,0,0,9,21,0,6,0,"REPUBLICAN"
"163",48315,0.1276,0.1901,0.0861,0.0414,0.0011,0.0032,0.229,0.0041,0.7085,"TX",20.7,11.1,27052,16.5,25.2,18.3,21.9,3.3,29.2,1.6,0.3,34.4,2.6,4.8,1.1,8,21,0,6,0,"REPUBLICAN"
"164",48337,0.1293,0.1898,0.087,0.1097,0.0082,0,0.0067,0,0.8579,"TX",14.2,5.4,28457,14.5,21.8,22.9,20,7.3,14,2.7,1.1,14.3,3.2,3.3,1.8,6,21,0,6,0,"REPUBLICAN"
"165",48335,0.1278,0.1901,0.086,0.3988,0.018,0.0043,0.0902,0,0.4789,"TX",9.1,5.8,20896,21.2,15.2,19.3,16.1,6.3,51.4,3.6,0.9,14.6,6.1,2.5,26.3,7,21,0,6,0,"REPUBLICAN"
"166",48325,0.1146,0.174,0.0756,0.5197,0.0017,0.0069,0.0247,4e-04,0.4357,"TX",10.4,3.6,26274,17,16.1,23.3,16.3,8,56.1,2.2,1.3,28.8,2.5,5.4,5.1,1,21,0,6,0,"REPUBLICAN"
"167",48313,0.1225,0.1864,0.0827,0.2317,0.0011,0.0336,0.1627,7e-04,0.55,"TX",14,3.1,17856,20,14.6,21.4,15.8,9.3,44.7,4.4,3.2,23.2,6.7,4.4,25.9,6,21,0,6,0,"REPUBLICAN"
"168",48327,0.1235,0.1873,0.0822,0.4167,0.0014,0,0,0,0.5484,"TX",9.9,3.1,25067,18.4,26.6,14.3,22.5,5,37.9,8,0,13.4,2.7,7,2.3,9,21,0,6,0,"REPUBLICAN"
"169",48329,0.1034,0.1564,0.067,0.4473,0.0033,0.0191,0.0622,5e-04,0.4541,"TX",9,3.3,39179,16.2,10.2,28.2,9.4,10.1,53.7,5.5,11.2,8.9,6.1,3.6,1.1,3,21,0,6,0,"REPUBLICAN"
"170",48319,0.1235,0.1873,0.0822,0.2219,0,0.0241,5e-04,0,0.7418,"TX",14.6,5.7,25602,11.8,25.1,21.3,16.5,6.3,27.2,4.4,1.3,12,0.5,3.2,0.3,9,21,0,6,0,"REPUBLICAN"
"171",48311,0.1146,0.1867,0.0742,0.4974,0.0116,0,0,0,0.491,"TX",12.8,17.9,32556,9.7,20.7,26.3,20.7,9.9,50.8,3.2,0,29.7,11.2,4,0,9,21,0,6,0,"REPUBLICAN"
"172",48321,0.1114,0.1704,0.0738,0.4245,0.0027,0.0193,0.1029,0.0033,0.4363,"TX",20.1,7,24376,21.7,16.1,25.9,16.8,7.9,55.6,6.6,5,17.6,4.3,6,1,4,21,0,6,0,"REPUBLICAN"
"173",48331,0.1225,0.1864,0.0827,0.2643,0.0027,0.0052,0.092,0,0.6236,"TX",14.6,4.2,24015,17.8,19.7,24.6,18.2,7.6,37.5,2,1.6,12.8,4.7,5,2,6,21,0,6,0,"REPUBLICAN"
"174",48339,0.1086,0.1585,0.0725,0.2414,0.0019,0.0292,0.048,4e-04,0.6602,"TX",9.9,4.5,39618,12.6,12.5,26.6,10.1,8.3,33.1,4.4,11.7,13.8,3.6,3.4,0.6,1,21,0,6,0,"REPUBLICAN"
"175",48317,0.1235,0.1873,0.0822,0.4496,0.0018,7e-04,0.0085,0,0.5394,"TX",10.7,2.6,29225,22.9,11.7,31.2,9.9,10.1,47,2.9,0,16,7.3,0,1.3,3,21,0,6,0,"REPUBLICAN"
"176",48333,0.1264,0.1929,0.0847,0.2099,0.0018,0.0022,0.0039,0,0.7822,"TX",16.9,1.9,24274,19.5,28.8,22.2,24,8.8,20.4,3.8,0.3,12.6,2.3,5.3,3.4,9,21,0,6,0,"REPUBLICAN"
"177",48323,0.107,0.1724,0.0705,0.9518,0.012,0.0055,0.0032,4e-04,0.025,"TX",26.8,11.6,16891,40.3,11.4,31.8,15.4,14.3,97.5,25.7,5.4,7.9,11.2,6.2,0.5,5,0,21,0,6,"DEMOCRAT"
"178",48389,0.1166,0.1765,0.0789,0.7469,0,0.0132,0.0134,0.0014,0.2228,"TX",11.6,7.2,20876,36.1,12.1,22.3,10.6,5.9,79.4,14.3,2.4,11.2,4.8,6,14.6,7,8,13,2,4,"REPUBLICAN"
"179",48391,0.1183,0.18,0.0772,0.5044,0.001,0.0029,0.0648,0,0.4164,"TX",18.4,9.5,23810,19.3,21.4,23.5,23.1,10.3,58.2,1.9,0.2,11.3,2.6,8.2,2.3,6,21,0,6,0,"REPUBLICAN"
"180",48369,0.1241,0.1883,0.0824,0.6329,0.0012,0.0034,0.0119,0,0.341,"TX",16.4,1.3,23686,29.2,13,29.2,13.6,10,65.5,12.9,3.2,12.8,10.1,4.8,0.8,7,21,0,6,0,"REPUBLICAN"
"181",48381,0.1021,0.1521,0.0667,0.2163,0.0034,0.0173,0.0252,0.0026,0.7165,"TX",8.7,3.3,33814,8.1,14.3,24.1,11.5,7.9,27.5,1.3,10.5,7.3,2.1,2.9,1.8,2,21,0,6,0,"REPUBLICAN"
"182",48383,0.1235,0.1873,0.0822,0.6883,0,0.0016,0.0085,0,0.2977,"TX",14.8,4.4,25397,20.2,9.3,29.6,9.4,10,71.6,11.2,0,24,1,3.7,1,6,21,0,6,0,"REPUBLICAN"
"183",48367,0.1198,0.1716,0.0811,0.1229,0.0052,0.0054,0.0124,4e-04,0.8347,"TX",8.3,5,34705,10.9,15.1,24.8,12.6,6.5,16.1,1.7,2.5,17.9,3,2.6,1.3,1,21,0,6,0,"REPUBLICAN"
"184",48375,0.1281,0.2007,0.0864,0.3832,0.0041,0.0539,0.0979,0.002,0.4407,"TX",20.1,3.9,22267,22.6,11.9,27.6,11.5,11,55.5,8.9,10.7,7,5.7,7.6,5.8,2,21,0,6,0,"REPUBLICAN"
"185",48385,0.107,0.1724,0.0705,0.2626,0,6e-04,0.0056,0,0.7309,"TX",22.8,1.1,21109,15.3,33,20.2,25.5,7.1,20.1,2,0,28.3,2.5,3.3,3.4,9,21,0,6,0,"REPUBLICAN"
"186",48365,0.1282,0.1918,0.0871,0.0872,0.0015,7e-04,0.1728,0,0.7318,"TX",15.9,4.6,26403,16.3,18,23.8,17,8.5,26.7,1.4,1.4,31,3.2,4.2,1.9,6,21,0,6,0,"REPUBLICAN"
"187",48377,0.1166,0.1765,0.0789,0.8374,0.0195,0.0135,0,0,0.1296,"TX",33.4,10,16066,47.6,22.4,27.2,21.4,8.7,86.1,30.4,0.7,25.2,7.9,9.6,0.1,7,0,21,0,6,"DEMOCRAT"
"188",48373,0.1365,0.206,0.093,0.1527,0.0145,0.0077,0.0969,0.0014,0.7089,"TX",17.3,6.8,24686,19.8,18.6,20.5,21.4,9.6,29.2,2.9,1.6,25.3,3.4,6.1,7.7,6,21,0,6,0,"REPUBLICAN"
"189",48387,0.1283,0.1937,0.0866,0.0728,0.0032,8e-04,0.1675,0,0.7339,"TX",18.4,7.8,21666,15.5,23.6,20.1,18.2,5.5,26.8,0.1,2.2,18.4,0.9,5.5,1.6,6,21,0,6,0,"REPUBLICAN"
"190",48379,0.1285,0.1874,0.0874,0.0912,0.0055,0.0036,0.0353,0,0.8533,"TX",11.1,5.1,26165,15.2,24.6,20.1,18.4,6.2,14.5,0.6,1.1,23.3,4.3,3.2,0.6,8,21,0,6,0,"REPUBLICAN"
"191",48371,0.1166,0.1765,0.0789,0.6878,0.0101,0.0061,0.0343,0.0015,0.2518,"TX",12.3,3.5,20688,30.5,12.6,24.4,11.7,7.6,74.4,8,5,21.4,5.7,4.1,13.6,7,21,0,6,0,"REPUBLICAN"
"192",48415,0.1278,0.1901,0.086,0.4038,2e-04,0.003,0.0463,0,0.5276,"TX",14,4.2,24508,22.2,15,25,14.2,7.2,46.9,2.5,0.9,10.3,5.7,5.1,11,7,21,0,6,0,"REPUBLICAN"
"193",48417,0.1278,0.1901,0.086,0.1153,0.003,0.0024,0.0021,0,0.8544,"TX",14.8,8.1,23855,15.4,18.4,23.7,18.6,7.5,14.5,1.9,1.3,18.5,5.1,4,0.9,8,21,0,6,0,"REPUBLICAN"
"194",48407,0.1365,0.206,0.093,0.1311,0.0077,3e-04,0.0893,4e-04,0.7467,"TX",14.9,7.1,21808,16.1,22,22,21.8,4.9,25.3,2.5,0.6,27.9,4.6,2.6,0.5,8,21,0,6,0,"REPUBLICAN"
"195",48409,0.1183,0.18,0.0772,0.5779,0.0018,0.0099,0.0146,5e-04,0.3839,"TX",16.4,4.8,25281,20.5,14.4,27.1,15,11.7,61.2,4.2,2.6,9.5,6.7,7,1.1,2,21,0,6,0,"REPUBLICAN"
"196",48419,0.1428,0.2169,0.0983,0.1832,0.0014,0.0045,0.1895,0,0.6158,"TX",23.3,7.2,20969,25,16.8,26.9,19.1,13.2,38.3,5.6,0.5,33.3,4.4,5.9,0.8,7,21,0,6,0,"REPUBLICAN"
"197",48411,0.1264,0.1929,0.0847,0.301,0,0.0015,0.0202,0,0.6421,"TX",15.1,3.1,24307,25.8,22.5,20.4,16.7,6.7,35.5,7.5,0,14,3,5.6,11.9,7,21,0,6,0,"REPUBLICAN"
"198",48413,0.1235,0.1873,0.0822,0.5297,0,0,0.0054,0.0037,0.4613,"TX",14.8,9.2,25128,21.5,15.8,27.5,9.4,2.4,52.8,5.4,0.5,20,5.4,3.8,0,8,21,0,6,0,"REPUBLICAN"
"199",48423,0.116,0.1766,0.0768,0.195,0.003,0.0168,0.1722,9e-04,0.5973,"TX",16.4,6.2,27141,14.8,15.9,24.7,13.5,8.1,40.1,4.9,7.6,11.3,3.2,4.1,2.4,3,21,0,6,0,"REPUBLICAN"
"200",48433,0.1278,0.1901,0.086,0.2127,0,0,0.0203,0,0.7588,"TX",13.2,2.3,28746,10.6,26.9,22.2,19,4,22.4,0.2,0,11.6,1.9,5.7,3.8,9,21,0,6,0,"REPUBLICAN"
"201",48431,0.1235,0.1873,0.0822,0.5207,0,0,0,0,0.4695,"TX",3.5,1.5,28997,14.1,13.9,28.7,16.4,22.7,46.9,0.3,0,23.2,2.6,0.6,3.3,8,21,0,6,0,"REPUBLICAN"
"202",48435,0.1235,0.1873,0.0822,0.6564,3e-04,0,8e-04,0.0016,0.341,"TX",8.3,5.6,29360,24.7,16.9,24.7,10.1,12.5,62,6,1.1,17,6.5,4,0.7,7,21,0,6,0,"REPUBLICAN"
"203",48479,0.1039,0.1663,0.0674,0.9547,4e-04,0.0048,0.0029,1e-04,0.0353,"TX",30.1,5.2,17326,32.7,9,33.6,11.6,15.5,96.5,21.2,10.5,10,12.6,6.7,1.2,2,0,21,0,6,"DEMOCRAT"
"204",48453,0.0916,0.1391,0.0588,0.3381,0.0017,0.0662,0.0786,3e-04,0.4896,"TX",13.1,4,41049,10.9,9.2,22.4,8.4,7.6,50.9,6.7,28.1,3.3,4.4,5.3,2,1,1,20,1,5,"DEMOCRAT"
"205",51101,0.0581,0.114,0.0399,0.0265,0.0081,0.012,0.1607,0,0.7677,"VA",10.1,3,32809,10.2,15.3,23.1,11.2,8.4,23.8,0.2,0.2,4.9,1.8,2.5,0.3,1,21,0,6,0,"REPUBLICAN"
"206",51103,0.0613,0.1235,0.0424,0.0062,0,0.0084,0.3082,0,0.6748,"VA",9.2,3.4,37196,11.1,35.5,15.5,16.9,4.7,32.3,0.4,2.1,7,0.7,7.1,1.1,9,15,6,5,1,"DEMOCRAT"
"207",51093,0.0638,0.1301,0.0434,0.0305,0.0035,0.0091,0.2219,7e-04,0.7067,"VA",10,7.9,35344,12.5,17.9,21,14.3,8.5,29.2,0.8,4.5,12.1,1.7,4.4,0.7,1,21,0,6,0,"REPUBLICAN"
"208",51111,0.0714,0.1474,0.0497,0.0496,0,0.0277,0.311,0,0.594,"VA",17.9,4.4,18677,22.4,21,18.7,21.1,8,40.2,0.5,2.1,23.6,2.5,7.1,7.8,9,21,0,6,0,"REPUBLICAN"
"209",51109,0.0611,0.1213,0.0423,0.0294,0.0025,0.0058,0.1472,0,0.7804,"VA",12.3,6.3,31284,15.8,18.9,20.6,16.7,6.4,22.7,0.9,1.4,13.3,2.1,5,0.3,8,21,0,6,0,"REPUBLICAN"
"210",51095,0.0481,0.0973,0.0328,0.0576,7e-04,0.0242,0.129,1e-04,0.7559,"VA",7.8,4,43815,5,24.2,20.4,13.1,6.1,24.2,1,9.3,3.8,1.1,3.5,1.4,1,15,6,5,1,"DEMOCRAT"
"211",51097,0.0613,0.1235,0.0424,0.0321,4e-04,0,0.2617,0,0.6616,"VA",16.5,5.9,27306,14,22.3,18.9,14.2,7,34,0.8,0,15.6,2.2,3,0,8,18,3,5,1,"REPUBLICAN"
"212",51107,0.0371,0.0718,0.0258,0.1362,0.0022,0.1846,0.0726,8e-04,0.5611,"VA",3.7,3.5,53408,6.5,8.6,28.8,5.7,6.3,43.1,3.8,12.3,0.5,1.7,2.4,0.5,1,3,18,2,4,"DEMOCRAT"
"213",51105,0.0804,0.1596,0.0556,0.0198,0.0017,0.0026,0.039,0,0.929,"VA",24,10.3,18750,24.3,19.7,19,25.9,6.9,7.1,0.3,1.6,21.9,0.9,10.8,6.2,8,21,0,6,0,"REPUBLICAN"
